Rndrng_NPI,Rndrng_Prvdr_Last_Org_Name,Rndrng_Prvdr_First_Name,Rndrng_Prvdr_MI,Rndrng_Prvdr_Crdntls,Rndrng_Prvdr_Gndr,Rndrng_Prvdr_Ent_Cd,Rndrng_Prvdr_St1,Rndrng_Prvdr_St2,Rndrng_Prvdr_City,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_State_FIPS,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_RUCA,Rndrng_Prvdr_RUCA_Desc,Rndrng_Prvdr_Cntry,Rndrng_Prvdr_Type,Rndrng_Prvdr_Mdcr_Prtcptg_Ind,HCPCS_Cd,HCPCS_Desc,HCPCS_Drug_Ind,Place_Of_Srvc,Tot_Benes,Tot_Srvcs,Tot_Bene_Day_Srvcs,Avg_Sbmtd_Chrg,Avg_Mdcr_Alowd_Amt,Avg_Mdcr_Pymt_Amt,Avg_Mdcr_Stdzd_Amt
1841229259,Warner,Dinah,M,M.D.,F,I,2850 Morningside Dr,,Mount Dora,FL,12,32757,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,241,318.0,318,153.38622642,92.550251572,72.454874214,72.885157233
1841230976,Ko,William,T,M.D.,M,I,2224 W Northern Ave Ste D300,,Phoenix,AZ,04,85021,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,528,777.0,777,133.06839125,96.863474903,66.809240669,67.675572716
1841240363,Lucas,Catherine,T,MD,F,I,4410 Watermelon Rd,,Northport,AL,1,35473,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,285,362.0,362,131.2358011,82.796464088,58.349972376,64.670911602
1841240462,Kelleher,Margaret,A,M.D.,F,I,6110 Dr Martin Luther King Jr St N,,St Petersburg,FL,12,33703,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,183,211.0,211,203.90521327,99.896682464,71.842274882,74.090663507
1841240470,Miller,Stanley,J,M.D.,M,I,1104 Kenilworth Dr,Ste 201,Towson,MD,24,21204,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11104,Punch biopsy of single skin lesion,N,O,12,14.0,14,250.0,77.571428571,62.057142857,55.982142857
1841240637,Tager,Patricia,,MD,F,I,26 Highway 35 N,,Neptune,NJ,34,7753,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,62,87.0,87,236.25287356,101.66252874,78.856551724,69.245747126
1841241205,Gebhard,John,F,M.D.,M,I,217 Avenida Del Norte,,Redondo Beach,CA,6,90277,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,17000,Destruction of skin growth,N,O,66,67.0,67,110.0,70.050746269,25.498059701,22.058208955
1841241486,Kechichian,Aram,H,D.O.,M,I,27141 Hidaway Ave,Suite 104,Santa Clarita,CA,6,91351,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,51,65.0,64,200.0,120.45630769,92.986461538,78.837692308
1841245859,Sirota Rozenberg,Suzanne,J,DO,F,I,11 Irving Pl,,Woodmere,NY,36,11598,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,10040,Acne surgery,N,O,29,37.0,37,204.45945946,141.07810811,111.80891892,89.993243243
1841246485,Ai,Julia,,MD,F,I,6120 Mae Anne Ave,1,Reno,NV,32,89523,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,11,15.0,15,171.70666667,102.472,74.138,70.031333333
1841256013,Sivik,Mary,T,MD,F,I,6701 Rockside Rd,Suite 330,Independence,OH,39,44131,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,184,213.0,213,155.0,89.672112676,68.247183099,74.758309859
1841257078,Mogavero,Herman,S,M.D.,M,I,85 High St,,Buffalo,NY,36,14203,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,30,32.0,32,124.67,98.5240625,79.023125,79.52875
1841258282,Ko,Christine,J,M.D.,F,I,15 York Street,Lmp 5031,New Haven,CT,9,6510,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,F,41,49.0,49,435.0,30.634693878,20.983061224,19.19755102
1841259066,Mckenzie,Daniel,K,MD,M,I,24221 Calle De La Louisa,Suite 400,Laguna Hills,CA,6,92653,1.1,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",US,Dermatology,Y,10060,Drainage of abscess,N,O,63,67.0,67,234.0,139.27820896,106.78253731,92.004029851
1841259124,Blaskis,Mark,G,MD,M,I,1706 Saint Julian Pl,,Columbia,SC,45,29204,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,459,565.0,565,220.0,94.636513274,60.539876106,66.347964602
1841262177,Russo,Marian,A,M.D.,F,I,700 White Plains Road,Suite 30,Scarsdale,NY,36,10583,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,96,123.0,123,162.0,127.61398374,96.34495935,77.04796748
1841262185,Carbonaro,Paul,,MD,M,I,900 Route 168,Suite F5,Turnersville,NJ,34,8012,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,29,30.0,30,175.0,108.82666667,82.117666667,71.638333333
1841267986,Manton,Janelle,S,MD,F,I,210 New London Turn Pike,,Glastonbury,CT,9,6033,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,158,188.0,188,300.0,114.17819149,80.685904255,72.374734043
1841269248,Williams,Walter,L,M.D.,M,I,1433 5th St.,,Clarkston,WA,53,99403,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,527,592.0,592,170.0,104.829375,69.682956081,67.064290541
1841273513,Springer,Elizabeth,A,MD,F,I,1516 119th St,,Whiting,IN,18,46394,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,37,45.0,45,215.0,106.25,84.146222222,82.122444444
1841277142,Gibson,Lawrence,E,M.D.,M,I,200 1st St Sw,,Rochester,MN,27,55905,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,88304,"Pathology examination of tissue using a microscope, moderately low complexity",N,O,27,28.0,27,11.33,11.464642857,8.8714285714,8.705
1841277241,Allison,Dawn,S,MD,F,I,1208 Beall Ln,,Central Point,OR,41,97502,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,37,51.0,51,255.0,100.29705882,78.855294118,81.212352941
1841280336,Macalpine,Daniel,M,MD,M,I,3600 Lincoln Way,,Ames,IA,19,50014,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,463,560.0,560,231.61428571,92.300678571,62.549535714,67.023482143
1841281532,Dorman,Michael,A,MD,M,I,6330 Orchard Lake Rd,Suite 120,West Bloomfield,MI,26,48322,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,10040,Acne surgery,N,O,22,36.0,36,152.41666667,113.02388889,88.27,88.616388889
1841282340,Golomb,Roger,S,MD,M,I,1122 Druid Rd E,,Clearwater,FL,12,33756,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,91,126.0,126,222.6031746,97.355555556,66.941587302,70.49531746
1841282803,Deangelis,Robert,N,MD,M,I,8346 Traford Ln,Room 101,Springfield,VA,51,22152,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,10060,Drainage of abscess,N,O,25,29.0,29,139.87448276,139.82758621,98.537241379,86.76137931
1841285723,Greenfield,Melinda,F,DO,F,I,520 A1a N Ste 203,,Ponte Vedra,FL,12,32082,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,181,216.0,216,182.47685185,94.656388889,70.552916667,74.176944444
1841289519,Urato,Nadia,S,M.D.,F,I,3231 Gulf Gate Dr Ste 201,,Sarasota,FL,12,34231,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,234,274.0,274,236.32635036,102.64113139,80.557007299,74.989635036
1841290053,Kurnick,Warren,S,MD,M,I,220 Sunset Rd Ste 2c,,Willingboro,NJ,34,8046,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,72,82.0,82,119.69512195,106.18682927,78.994878049,68.783536585
1841292026,Cardenas,Ana,A,M.D.,F,I,3400 Calloway Dr,Ste 200,Bakersfield,CA,6,93312,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,186,215.0,215,140.0,90.653302326,67.632651163,65.832325581
1841295177,Fitzgerald,Elizabeth,A,DO,F,I,1235 Old York Rd,Suite 214,Abington,PA,42,19001,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,10040,Acne surgery,N,O,44,46.0,46,223.4773913,122.35673913,94.877391304,85.205
1841295649,Hall,John,C,MD,M,I,4400 Broadway Blvd Ste 316,,Kansas City,MO,29,64111,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,29,32.0,32,294.0,92.554375,73.73,81.035
1841298510,Pattison,Theta,S,MD,F,I,2508 Western Ave,,Altamont,NY,36,12009,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,104,109.0,109,239.75,89.656330275,53.794770642,54.719357798
1841300175,Torp,Eric,C,M.D.,M,I,2112 Bienville Blvd,Suite F1,Ocean Springs,MS,28,39564,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,59,64.0,64,145.0,79.23171875,57.84609375,65.7321875
1841300506,Williams,Brian,J,M.D.,M,I,875 Airport Pkwy,,Greenwood,IN,18,46143,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,47,58.0,58,243.64275862,61.113275862,47.689827586,50.35137931
1841309754,Brashear,Ryan,K,M.D.,M,I,875 Airport Pkwy,,Greenwood,IN,18,46143,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,400,473.0,473,243.48346723,90.348097252,63.150739958,68.016617336
1841312626,Epelbaum,Sylvie,M,MD,F,I,30 East 40th Street,Suite 906,New York,NY,36,10016,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,54,75.0,75,402.0,125.24946667,97.135066667,79.8728
1841313020,Lam,Travis,,D.O.,M,I,20401 N 73rd St,Suite 230,Scottsdale,AZ,4,85255,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,163,190.0,190,204.58589474,92.222842105,67.618052632,69.297631579
1841317484,Shnitkind,Elaine,,M.D.,F,I,3710 Richmond Ave,,Staten Island,NY,36,10312,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,10060,Drainage of abscess,N,O,11,12.0,12,200.0,153.8525,118.72083333,94.716666667
1841327822,Ince,Simone,A,MD,F,I,19917 7th Ave Ne,Ste 203,Poulsbo,WA,53,98370,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,217,248.0,248,245.87120968,99.896290323,71.147096774,68.081491935
1841328614,Van Dyke,Gregory,S,"MD, PHD",M,I,12409 Ventura Ct,Ste C,Studio City,CA,6,91604,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,40,50.0,50,242.3616,106.8244,76.7486,65.5888
1841333283,Rau,Kimberly,A,MD PC,F,I,4290 Route 8,,Allison Park,PA,42,15101,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,169,186.0,186,151.92064516,95.108763441,65.400107527,67.620215054
1841351277,Iyer,Shilesh,,M.D.,M,I,23861 Mcbean Pkwy,#e-21,Valencia,CA,6,91355,2.0,"Metropolitan area high commuting: primary flow 30% or more to a urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,77,83.0,83,397.28915663,114.33939759,87.882891566,70.911927711
1841352515,Binder,Susan,E,M.D,F,I,245 E 63rd St,Suite 107,New York,NY,36,10021,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,34,45.0,45,250.0,124.68911111,93.633555556,76.897333333
1841359700,Macleod,Scott,,D.O.,M,I,653 N Town Center Dr,,Las Vegas,NV,32,89144,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,71,80.0,80,114.15,100.45375,68.095875,66.27325
1841365681,Gart,Glenn,S,MD,M,I,72 Pine St Unit 3,,Bristol,CT,9,6010,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,284,314.0,314,150.0,115.35732484,87.491528662,78.222484076
1841365970,Mcneill,Anne Marie,C,"MD, PHD",F,I,1441 Avocado Ave,Suite 702,Newport Beach,CA,6,92660,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,36,45.0,45,145.6,108.74466667,82.123777778,70.464888889
1841371507,Kazenoff,Steven,,M.D.,M,I,419 N Harrison St,Suite 201,Princeton,NJ,34,8540,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,10060,Drainage of abscess,N,O,14,14.0,14,300.0,143.71785714,110.14714286,94.130714286
1841378825,Park,Bruce,S,MD,M,I,1966 E Chapman Ave Ste G,,Fullerton,CA,6,92831,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,74,87.0,87,151.49425287,121.39,95.162988506,82.937241379
1841386489,Grzeszkiewicz,Tatiana,,"M.D., PH.D.",F,I,3200 Kearney St,Palo Alto Medical Foundation Dermatology,Fremont,CA,6,94538,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,83,93.0,93,349.20430108,125.02569892,95.167849462,73.324193548
1841388121,Kennard,Charles,D,M.D.,M,I,300 W Arbrook Blvd Ste D,,Arlington,TX,48,76014,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,35,41.0,41,130.0,71.604146341,55.432926829,56.071219512
1841390572,Jenkins,Cary,A,MD,F,I,1499 Lakewood Dr,Unit A,Morris,IL,17,60450,4.1,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",US,Dermatology,Y,10060,Drainage of abscess,N,O,11,12.0,12,212.0,117.915,86.628333333,83.0275
1841396546,Steinberg,Amy,W,MD,F,I,2500 Route 347,Bldg 5a Amy Wishner Steinberg Md,Stony Brook,NY,36,11790,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,282,335.0,335,360.0,129.44116418,99.661074627,79.224955224
1841401254,Moosbrugger,Emily,A,MD,F,I,4700 E Galbraith Rd,Ste 105,Cincinnati,OH,39,45236,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,211,255.0,255,170.47058824,92.848,68.472901961,72.252745098
1841406766,Kreitzer,Todd,V,D.O.,M,I,4815 Kanawha Ave Sw,,South Charleston,WV,54,25309,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,561,650.0,650,190.60892308,88.939630769,57.766892308,65.993784615
1841408432,Chuba,Mary,M,M.D.,F,I,15720 Winchester Blvd,,Los Gatos,CA,6,95030,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,126,147.0,147,344.5952381,130.55639456,100.23904762,74.156598639
1841408796,Rocca,Nicole,M,MD,F,I,108 Bilby Rd Ste 202,,Hackettstown,NJ,34,7840,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,10060,Drainage of abscess,N,O,42,43.0,43,359.95,142.64906977,109.03069767,94.769534884
1841411188,Hearring Stealey,Ann,K,MD,F,I,1025 S 6th St,,Springfield,IL,17,62703,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,281,309.0,309,430.0,92.233656958,70.676699029,74.702944984
1841415197,Abitbol,Roxanne,J,M.D.,F,I,258 Merrick Rd,,Oceanside,NY,36,11572,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,10060,Drainage of abscess,N,O,23,23.0,23,153.65,133.61,106.88695652,86.114347826
1841424272,Au,Shiu-Chung,,MD,M,I,800 Washington St # 114,,Boston,MA,25,2111,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,130,147.0,147,346.32061224,98.667210884,74.751768707,66.255102041
1841429206,Hamilton,Heather,K,MD,F,I,4 Corporate Dr Ste 386,,Shelton,CT,9,6484,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,168,192.0,192,242.1375,109.9884375,83.499947917,74.343489583
1841432861,Mehr,Neda,,M.D.,F,I,500 Superior Ave,Ste 335,Newport Beach,CA,6,92663,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,98,126.0,126,228.45634921,92.896666667,72.565952381,65.497460317
1841440112,Pearson,Andrea,L,MD,F,I,51 Railroad St,Dermatology,Keene,NH,33,3431,4.0,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,20,20.0,20,46.0,27.9615,10.876,10.435
1841443231,Davis,Nathan,A,MD,M,I,4141 S. Staples Suite 300,,Corpus Christi,TX,48,78411,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,10040,Acne surgery,N,O,21,21.0,21,140.0,111.6247619,84.918095238,89.827142857
1841447166,Strand,Megan,B,MD,F,I,401 N 9th St.,,Bismark,ND,38,58501,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,369,431.0,431,260.0,96.34162413,61.961322506,61.762853828
1841459724,Styron,Brandie,T,M.D.,F,I,26908 Detroit Rd,Suite 103,Westlake,OH,39,44145,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,68,73.0,73,150.80821918,83.975890411,63.53,67.414383562
1841490349,Valentin Nogueras,Sheila,M,M.D.,F,I,Pq26 Ave. El Comandante Esq. Campo Rico,Country Club,Carolina,PR,72,983,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,16,16.0,16,120.07,86.979375,66.65625,68.184375
1841495546,Lu,Phoebe,D,"M.D., PH.D.",F,I,240 E Grove St,,Westfield,NJ,34,7090,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,145,177.0,177,155.06214689,119.0259887,89.617062147,74.224124294
1841498391,Cera Hill,Carrie,E,MD,F,I,501 S Cherry St Ste 310,,Denver,CO,8,80246,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,43,47.0,47,218.12340426,99.359574468,74.257446809,70.425957447
1841499084,Curtis,Amy,V,MD,F,I,425 Medical Dr,Suite 218,Bountiful,UT,49,84010,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,10060,Drainage of abscess,N,O,14,17.0,17,157.58352941,119.87470588,76.075882353,79.684117647
1841510823,Hsu,Jessica,W,M.D.,F,I,1506 E Chapman Ave,,Orange,CA,6,92866,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,10060,Drainage of abscess,N,O,16,19.0,19,148.0,122.55157895,95.543684211,83.55
1841514049,Sickinger,Maryam,,D.O.,F,I,41990 Cook St Bldg F1006,,Palm Desert,CA,6,92211,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,407,528.0,528,200.0,82.881382576,62.966287879,57.486628788
1841516689,Truong,Sam,V,M.D.,M,I,23832 Rockfield Blvd Ste 220,,Lake Forest,CA,6,92630,1.1,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,50,53.0,53,169.44528302,119.72773585,89.462641509,76.316792453
1841532348,Petit,Danielle,,M.D.,F,I,4460 Red Bank Rd,,Cincinnati,OH,39,45227,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,58,60.0,60,192.0,75.274166667,52.8145,55.2825
1841555398,Ellis,Carolyn,,DO,F,I,2025 Indian Rocks Rd S,,Largo,FL,12,33774,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,288,354.0,354,200.0,89.206553672,61.343615819,66.302344633
1841556396,Wilkerson,Eric,C,MD,M,I,2021 E Commercial Blvd Ste 301,,Fort Lauderdale,FL,12,33308,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,142,188.0,188,215.70744681,100.82909574,74.181276596,72.140106383
1841556735,Abban,Cynthia,Y,MD/PHD,F,I,7505 Grand Ave,,Gurnee,IL,17,60031,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,105,114.0,114,410.0,108.75903509,80.281929825,75.675
1841580651,Sebes,Nicholas,,,M,I,16 Woodbine Lane,,Danville,PA,42,17822,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,23,26.0,26,268.15384615,25.639230769,19.373076923,19.535384615
1841585890,Tillman,Erica,A,M.D.,F,I,23050 Westheimer Pkwy,,Katy,TX,48,77494,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,47,59.0,59,257.45762712,92.509661017,70.338474576,72.076949153
1841589785,Keyes,Ashley,A,,F,I,1305 York Ave,9th Floor,New York,NY,36,10021,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,99204,"New patient outpatient visit, total time 45-59 minutes",N,F,12,12.0,12,410.0,166.03583333,118.53083333,97.234166667
1841600350,Vence,Lacey,,,F,I,2811 Klempner Way,,Louisville,KY,21,40205,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,242,285.0,285,133.0,89.218280702,66.715087719,72.642280702
1841606076,Kim,Yuri,,D.O.,F,I,10 Congress St Ste 350,,Pasadena,CA,6,91105,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,100,144.0,144,302.29166667,107.36583333,83.378472222,71.493055556
1841626546,Nguyen,Tien,V,MD,M,I,1101 Madison St Ste 301,,Seattle,WA,53,98104,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,49,51.0,51,306.29411765,113.06333333,81.175098039,66.68627451
1841637915,Kostopoulos,Tassia,C,MD,F,I,2510 Gaskins Rd,,Richmond,VA,51,23238,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,81,98.0,98,442.0,85.12122449,66.723265306,67.009387755
1841638202,Forrestel,Amy,K,M.D.,F,I,3600 Spruce St,2 Maloney Bld,Philadelphia,PA,42,19104,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,F,17,18.0,18,130.0,31.291111111,22.402777778,20.703333333
1841653714,Fidai,Chelsea,G,M.D.,F,I,400 S Sepulveda Blvd Ste 205,,Manhattan Beach,CA,6,90266,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,13121,"Repair of wound (2.6 to 7.5 centimeters) of scalp, arms, and/or legs",N,O,15,17.0,17,1773.3352941,474.67941176,379.74235294,246.59294118
1841654316,Patel,Jigar,,,M,I,10117 Ne 58th St Ste 200,,Kirkland,WA,53,98033,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,23,24.0,24,322.66666667,115.03125,92.025,78.225
1841677424,Brooks,Jennifer,L,,F,I,200 Scenery Dr,,State College,PA,42,16801,1.0,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",US,Dermatology,Y,11102,Tangential biopsy of single skin lesion,N,O,70,79.0,79,261.20253165,81.745063291,59.353670886,60.458860759
